"CO_ENTIDADE","NO_ENTIDADE","CO_UF","CO_MUNICIPIO","TP_LOCALIZACAO","QT_PROF","ID"
21022429,"UI VILA EMBRATEL",21,2111300,"Urbana",10,"UI VILA EMBRATEL (21022429)"
21022445,"CE AMERICA DO NORTE",21,2111300,"Urbana",8,"CE AMERICA DO NORTE (21022445)"
21022470,"UI FELIPE CONDURU",21,2111300,"Urbana",12,"UI FELIPE CONDURU (21022470)"
21022542,"UEB ENS FUND ODYLO COSTA FILHO",21,2111300,"Urbana",10,"UEB ENS FUND ODYLO COSTA FILHO (21022542)"
21022550,"UI PADRE NEWTON PEREIRA",21,2111300,"Urbana",3,"UI PADRE NEWTON PEREIRA (21022550)"
21022615,"UEB ENS FUND URUATI",21,2111300,"Rural",19,"UEB ENS FUND URUATI (21022615)"
21194351,"UNIDADE ESCOLAR JOAO PEREIRA MARTINS",21,2111300,"Urbana",6,"UNIDADE ESCOLAR JOAO PEREIRA MARTINS (21194351)"
21194369,"UI MARIA DO CARMO ABREU DA SILVEIRA",21,2111300,"Urbana",14,"UI MARIA DO CARMO ABREU DA SILVEIRA (21194369)"
21194543,"UEB ENS FUND THOMAZ DE AQUINO ANDRADE",21,2111300,"Urbana",19,"UEB ENS FUND THOMAZ DE AQUINO ANDRADE (21194543)"
21194553,"UEB ENS FUND DR OLIVEIRA ROMA",21,2111300,"Urbana",10,"UEB ENS FUND DR OLIVEIRA ROMA (21194553)"
21194561,"UEB ENS FUND SAO SEBASTIAO",21,2111300,"Urbana",4,"UEB ENS FUND SAO SEBASTIAO (21194561)"
21194653,"UEB ENS FUND MENINO JESUS DE PRAGA",21,2111300,"Urbana",4,"UEB ENS FUND MENINO JESUS DE PRAGA (21194653)"
21200475,"UEB ENS FUND MARIANA PAVAO",21,2111300,"Urbana",10,"UEB ENS FUND MARIANA PAVAO (21200475)"
21200807,"UEB ENS FUND AGOSTINHO VASCONCELOS",21,2111300,"Urbana",12,"UEB ENS FUND AGOSTINHO VASCONCELOS (21200807)"
21201099,"UEB ENS FUND PROF CARLOS SAADS",21,2111300,"Urbana",5,"UEB ENS FUND PROF CARLOS SAADS (21201099)"
21202192,"UI SEVERIANO DE SOUSA LIMA",21,2111300,"Urbana",6,"UI SEVERIANO DE SOUSA LIMA (21202192)"
21213631,"UI PROF CARLOS CUNHA",21,2111300,"Urbana",37,"UI PROF CARLOS CUNHA (21213631)"
21215545,"UI ARTUR AZEVEDO",21,2111300,"Urbana",7,"UI ARTUR AZEVEDO (21215545)"
21218935,"UEB ENS FUND JOAO DO VALE",21,2111300,"Urbana",15,"UEB ENS FUND JOAO DO VALE (21218935)"
21225664,"UI DELIO JARDIM DE MATTOS",21,2111300,"Urbana",7,"UI DELIO JARDIM DE MATTOS (21225664)"
21239371,"UEB ENS FUND SANTA CLARA",21,2111300,"Urbana",22,"UEB ENS FUND SANTA CLARA (21239371)"
21239851,"UEB ENS FUND CIDADE OLIMPICA",21,2111300,"Urbana",36,"UEB ENS FUND CIDADE OLIMPICA (21239851)"
21240337,"UEB MONSENHOR FREDERICO CHAVES",21,2111300,"Urbana",5,"UEB MONSENHOR FREDERICO CHAVES (21240337)"
21240345,"UEB PROTECAO DE JESUS",21,2111300,"Rural",4,"UEB PROTECAO DE JESUS (21240345)"
21240353,"UEB JOSEFINA SERRAO",21,2111300,"Rural",4,"UEB JOSEFINA SERRAO (21240353)"
21240361,"UEB JOSE GONCALVES DO AMARAL RAPOSO",21,2111300,"Rural",9,"UEB JOSE GONCALVES DO AMARAL RAPOSO (21240361)"
21240400,"UEB SARAIVA FILHO",21,2111300,"Rural",8,"UEB SARAIVA FILHO (21240400)"
21240418,"UEB JOAQUIM PINTO",21,2111300,"Rural",8,"UEB JOAQUIM PINTO (21240418)"
21240426,"UEB ALBERTO PINHEIRO",21,2111300,"Urbana",2,"UEB ALBERTO PINHEIRO (21240426)"
21240450,"UEB MARIO PEREIRA",21,2111300,"Rural",7,"UEB MARIO PEREIRA (21240450)"
21240469,"UEB MANUELA VARELA",21,2111300,"Rural",3,"UEB MANUELA VARELA (21240469)"
21240485,"UEB GOMES DE SOUSA",21,2111300,"Rural",3,"UEB GOMES DE SOUSA (21240485)"
21241457,"UEB MINISTRO CARLOS MADEIRA",21,2111300,"Urbana",13,"UEB MINISTRO CARLOS MADEIRA (21241457)"
21241465,"UEB ODYLO COSTA FILHO",21,2111300,"Urbana",10,"UEB ODYLO COSTA FILHO (21241465)"
21241473,"UEB PRIMAVERA",21,2111300,"Urbana",6,"UEB PRIMAVERA (21241473)"
21241481,"UEB CLEONICE LOPES",21,2111300,"Rural",4,"UEB CLEONICE LOPES (21241481)"
21241520,"UEB DR OLIVEIRA ROMA",21,2111300,"Urbana",11,"UEB DR OLIVEIRA ROMA (21241520)"
21241732,"UEB SENADOR MIGUEL LINS",21,2111300,"Urbana",23,"UEB SENADOR MIGUEL LINS (21241732)"
21243980,"UEB EVANDRO BESSA - ESTIVA",21,2111300,"Rural",9,"UEB EVANDRO BESSA - ESTIVA (21243980)"
21243999,"UEB RIVANDA BERENICE BRAGA",21,2111300,"Urbana",7,"UEB RIVANDA BERENICE BRAGA (21243999)"
21244006,"UEB HONORIO ODORICO FERREIRA",21,2111300,"Rural",7,"UEB HONORIO ODORICO FERREIRA (21244006)"
21244014,"UEB OLINDA DESTERRO",21,2111300,"Urbana",12,"UEB OLINDA DESTERRO (21244014)"
21244022,"UEB SANTA CLARA",21,2111300,"Urbana",10,"UEB SANTA CLARA (21244022)"
21244030,"UEB PROFESSORA ENEDIR SANTOS PAIXAO",21,2111300,"Rural",8,"UEB PROFESSORA ENEDIR SANTOS PAIXAO (21244030)"
21244049,"UEB PROF JOSE AUGUSTO MOCHEL",21,2111300,"Urbana",NA,"UEB PROF JOSE AUGUSTO MOCHEL (21244049)"
21252475,"ESCOLA CASA FAMILIAR RURAL",21,2111300,"Rural",11,"ESCOLA CASA FAMILIAR RURAL (21252475)"
21252483,"UEB ENS FUND DARCY RIBEIRO",21,2111300,"Urbana",12,"UEB ENS FUND DARCY RIBEIRO (21252483)"
21252505,"UEB ENS FUND PROF MATA ROMA",21,2111300,"Urbana",12,"UEB ENS FUND PROF MATA ROMA (21252505)"
21252513,"UEB ENS FUND PROF RONALD DA SILVA CARVALHO",21,2111300,"Urbana",39,"UEB ENS FUND PROF RONALD DA SILVA CARVALHO (21252513)"
21252521,"UEB ENS FUND DES THALES RIBEIRO GONCALVES",21,2111300,"Urbana",12,"UEB ENS FUND DES THALES RIBEIRO GONCALVES (21252521)"
21257469,"UEB MARIA JOSE ARAGAO",21,2111300,"Rural",11,"UEB MARIA JOSE ARAGAO (21257469)"
21257477,"UEB PASTOR ESTEVAM ANGELO DE SOUZA",21,2111300,"Urbana",20,"UEB PASTOR ESTEVAM ANGELO DE SOUZA (21257477)"
21257485,"UEB LUIS AUGUSTO MONIER ALVES",21,2111300,"Urbana",7,"UEB LUIS AUGUSTO MONIER ALVES (21257485)"
21257493,"UEB DARCY RIBEIRO",21,2111300,"Urbana",15,"UEB DARCY RIBEIRO (21257493)"
21257507,"UEB JAIRO RODRIGUES",21,2111300,"Urbana",12,"UEB JAIRO RODRIGUES (21257507)"
21257515,"UEB ROSA DE SARON",21,2111300,"Rural",4,"UEB ROSA DE SARON (21257515)"
21261490,"UEB JEAN NORBERTO COELHO",21,2111300,"Urbana",11,"UEB JEAN NORBERTO COELHO (21261490)"
21261504,"UEB ENS FUND JOAO LIMA SOBRINHO",21,2111300,"Urbana",30,"UEB ENS FUND JOAO LIMA SOBRINHO (21261504)"
21261512,"UEB RESIDENCIAL PARAISO",21,2111300,"Urbana",6,"UEB RESIDENCIAL PARAISO (21261512)"
21261520,"UEB ENS FUND PROF RUBEM TEIXEIRA GOULART",21,2111300,"Urbana",21,"UEB ENS FUND PROF RUBEM TEIXEIRA GOULART (21261520)"
21261539,"UEB ENS FUND DOM JOSE MEDEIROS DELGADO",21,2111300,"Rural",14,"UEB ENS FUND DOM JOSE MEDEIROS DELGADO (21261539)"
21266891,"UEB RECANTO DOS PASSAROS",21,2111300,"Urbana",20,"UEB RECANTO DOS PASSAROS (21266891)"
21266905,"UEB ENS FUND PROF JOSE DA SILVA ROSA",21,2111300,"Urbana",3,"UEB ENS FUND PROF JOSE DA SILVA ROSA (21266905)"
21268967,"UEB ENS FUND GOVERNADOR LEONEL BRIZOLA",21,2111300,"Urbana",19,"UEB ENS FUND GOVERNADOR LEONEL BRIZOLA (21268967)"
21269068,"UEB MONTEIRO LOBATO",21,2111300,"Urbana",9,"UEB MONTEIRO LOBATO (21269068)"
21269076,"UEB ENS FUND ROSENO DE JESUS MENDES",21,2111300,"Urbana",6,"UEB ENS FUND ROSENO DE JESUS MENDES (21269076)"
21269084,"UEB CECILIA MEIRELES",21,2111300,"Urbana",11,"UEB CECILIA MEIRELES (21269084)"
21269092,"UEB ENS FUND PROF ROSALIA FREIRE",21,2111300,"Urbana",4,"UEB ENS FUND PROF ROSALIA FREIRE (21269092)"
21269173,"UEB RIO GRANDE",21,2111300,"Rural",5,"UEB RIO GRANDE (21269173)"
21269203,"UEB ENS FUND JOSE RIBAMAR BOGEA",21,2111300,"Urbana",46,"UEB ENS FUND JOSE RIBAMAR BOGEA (21269203)"
21270600,"UEB VILA TIRADENTES",21,2111300,"Rural",10,"UEB VILA TIRADENTES (21270600)"
21272905,"UEB ENS FUND ESTUDANTE EDSON LUIZ DE LIMA SOUTO",21,2111300,"Urbana",10,"UEB ENS FUND ESTUDANTE EDSON LUIZ DE LIMA SOUTO (21272905)"
21272913,"UEB ENS FUND 21 DE ABRIL",21,2111300,"Rural",10,"UEB ENS FUND 21 DE ABRIL (21272913)"
21274606,"UEB ENS FUND RUBENS FERREIRA ROSA",21,2111300,"Rural",9,"UEB ENS FUND RUBENS FERREIRA ROSA (21274606)"
21275360,"UEB ENS FUND ARTUR NABANTINO GONCALVES DE AZEVEDO",21,2111300,"Rural",11,"UEB ENS FUND ARTUR NABANTINO GONCALVES DE AZEVEDO (21275360)"
21277133,"UEB ENS FUND GOVERNADOR JACKSON KEPLER LAGO",21,2111300,"Urbana",4,"UEB ENS FUND GOVERNADOR JACKSON KEPLER LAGO (21277133)"
21277346,"UEB ENS FUND GALILEU CLEMENTINO RAMOS SANTOS",21,2111300,"Rural",17,"UEB ENS FUND GALILEU CLEMENTINO RAMOS SANTOS (21277346)"
21278393,"UEB ENS FUND JORNALISTA NEIVA MOREIRA",21,2111300,"Urbana",28,"UEB ENS FUND JORNALISTA NEIVA MOREIRA (21278393)"
21281521,"UEB PROF LAURA ROSA",21,2111300,"Urbana",10,"UEB PROF LAURA ROSA (21281521)"
21281548,"UEB PROFESSORA SILVIA STELLA FONSECA FURTADO",21,2111300,"Rural",9,"UEB PROFESSORA SILVIA STELLA FONSECA FURTADO (21281548)"
21281793,"UEB ENS FUND PADRE JOAO MIGUEL MOHANA",21,2111300,"Rural",8,"UEB ENS FUND PADRE JOAO MIGUEL MOHANA (21281793)"
21284008,"UEB DILU MELLO",21,2111300,"Urbana",10,"UEB DILU MELLO (21284008)"
21287244,"UEB ENS FUND PEDRO MARCOSINI BERTOL",21,2111300,"Urbana",12,"UEB ENS FUND PEDRO MARCOSINI BERTOL (21287244)"
21287252,"CRECHE ESCOLA CARLOS SALOMAO CHAIB",21,2111300,"Urbana",19,"CRECHE ESCOLA CARLOS SALOMAO CHAIB (21287252)"
21287260,"UEB ENS FUND PIANCO",21,2111300,"Urbana",7,"UEB ENS FUND PIANCO (21287260)"
21287279,"UEB ENS FUND CONEGO SIDNEY CASTELO BRANCO FURTADO",21,2111300,"Urbana",16,"UEB ENS FUND CONEGO SIDNEY CASTELO BRANCO FURTADO (21287279)"
21287317,"CRECHE ESCOLA ELZA MARIA RODRIGUES DA SILVA",21,2111300,"Urbana",10,"CRECHE ESCOLA ELZA MARIA RODRIGUES DA SILVA (21287317)"
21302405,"CRECHE ESCOLA MARIA DE JESUS CARVALHO",21,2111300,"Urbana",23,"CRECHE ESCOLA MARIA DE JESUS CARVALHO (21302405)"
21303800,"UEB ENS FUND PROF JOAO DE SOUZA GUIMARAES",21,2111300,"Urbana",6,"UEB ENS FUND PROF JOAO DE SOUZA GUIMARAES (21303800)"
22000054,"CEJA PROF CONRADO AMORIM DE SOUSA",22,2201200,"Urbana",6,"CEJA PROF CONRADO AMORIM DE SOUSA (22000054)"
22001530,"U E GERVASIO COSTA",22,2201200,"Urbana",14,"U E GERVASIO COSTA (22001530)"
22001557,"UNID ESC HONORINA TITO",22,2201200,"Urbana",NA,"UNID ESC HONORINA TITO (22001557)"
22001573,"U E MATIAS OLIMPIO",22,2201200,"Urbana",18,"U E MATIAS OLIMPIO (22001573)"
22001603,"CETI NOSSA SENHORA DA CONCEICAO",22,2201200,"Urbana",14,"CETI NOSSA SENHORA DA CONCEICAO (22001603)"
22002049,"CETI CONSELHEIRO SARAIVA",22,2201507,"Urbana",32,"CETI CONSELHEIRO SARAIVA (22002049)"
22002391,"U E DIRCEU ARCOVERDE",22,2201507,"Urbana",17,"U E DIRCEU ARCOVERDE (22002391)"
22002588,"U E GAYOSO E ALMENDRA",22,2201507,"Urbana",20,"U E GAYOSO E ALMENDRA (22002588)"
22002677,"U E MARIA MELO",22,2201507,"Urbana",13,"U E MARIA MELO (22002677)"
22002790,"U E GOV ALBERTO TAVARES SILVA",22,2201960,"Urbana",13,"U E GOV ALBERTO TAVARES SILVA (22002790)"
22003100,"U E MIGUEL ARCOVERDE",22,2201960,"Urbana",13,"U E MIGUEL ARCOVERDE (22003100)"
22003452,"U E VENANCIA LAGES VELOSO",22,2202059,"Urbana",23,"U E VENANCIA LAGES VELOSO (22003452)"
22004777,"U E PETRONIO PORTELA",22,2203701,"Urbana",13,"U E PETRONIO PORTELA (22004777)"
22004793,"U E ESTADO DA PARAIBA",22,2203701,"Urbana",13,"U E ESTADO DA PARAIBA (22004793)"
22004815,"CETI JOSE NOGUEIRA DE AGUIAR",22,2203701,"Urbana",24,"CETI JOSE NOGUEIRA DE AGUIAR (22004815)"
22004823,"CEEP LEONARDO DAS DORES",22,2203701,"Urbana",40,"CEEP LEONARDO DAS DORES (22004823)"
22005242,"U E DOROTEU SERTAO",22,2205409,"Urbana",14,"U E DOROTEU SERTAO (22005242)"
22005315,"U E JOSE MENDES VASCONCELOS",22,2205409,"Urbana",13,"U E JOSE MENDES VASCONCELOS (22005315)"
22006117,"UNIDADE ESCOLAR FRANCISCO CARVALHO",22,2205805,"Urbana",NA,"UNIDADE ESCOLAR FRANCISCO CARVALHO (22006117)"
22006184,"U E JOAO FRANCISCO",22,2205805,"Urbana",14,"U E JOAO FRANCISCO (22006184)"
22006249,"CEJA JOSE LOPES DE ARAUJO",22,2205805,"Urbana",6,"CEJA JOSE LOPES DE ARAUJO (22006249)"
22006800,"U E JOAO DE ASSIS MARQUES",22,2205805,"Urbana",18,"U E JOAO DE ASSIS MARQUES (22006800)"
22006850,"U E LUIS TEIXEIRA",22,2205805,"Urbana",15,"U E LUIS TEIXEIRA (22006850)"
22007318,"U E AUGUSTO CESAR MAIA",22,2206100,"Urbana",16,"U E AUGUSTO CESAR MAIA (22007318)"
22007423,"U E FRANCISCO TOMAZ",22,2209971,"Urbana",12,"U E FRANCISCO TOMAZ (22007423)"
22007431,"U E JOSE AMAVEL",22,2206100,"Urbana",24,"U E JOSE AMAVEL (22007431)"
22008730,"CETI CECILIA LACERDA",22,2206209,"Urbana",12,"CETI CECILIA LACERDA (22008730)"
22008780,"U E PIO XII",22,2206209,"Urbana",12,"U E PIO XII (22008780)"
22009019,"U E PROF ARIMATHEA",22,2206803,"Urbana",8,"U E PROF ARIMATHEA (22009019)"
22009035,"U E SIGEFREDO PACHECO",22,2206803,"Rural",4,"U E SIGEFREDO PACHECO (22009035)"
22009094,"UNID ESC LAZARO ROCHA",22,2206803,"Urbana",NA,"UNID ESC LAZARO ROCHA (22009094)"
22009213,"CENTRO SOCIAL URBANO CRECHE VIDA NOVA",22,2208403,"Urbana",NA,"CENTRO SOCIAL URBANO CRECHE VIDA NOVA (22009213)"
22010092,"UNIDADE ESCOLAR TABAJARA YPI CHICA CEARENSE",22,2208403,"Rural",NA,"UNIDADE ESCOLAR TABAJARA YPI CHICA CEARENSE (22010092)"
22010254,"U E JUDITH ALVES SANTANA",22,2208403,"Urbana",17,"U E JUDITH ALVES SANTANA (22010254)"
22010467,"CETI JOSE NARCISO DA ROCHA FILHO",22,2208403,"Urbana",13,"CETI JOSE NARCISO DA ROCHA FILHO (22010467)"
22010483,"CETI BAURELIO MANGABEIRA",22,2208403,"Urbana",16,"CETI BAURELIO MANGABEIRA (22010483)"
22010505,"CETI DES JOSE DE ARIMATHEA TITO",22,2208403,"Urbana",14,"CETI DES JOSE DE ARIMATHEA TITO (22010505)"
22010513,"CEJA PROFESSORA COTA SAMPAIO",22,2208403,"Urbana",12,"CEJA PROFESSORA COTA SAMPAIO (22010513)"
22010521,"U E PROF NENEM CAVALCANTE",22,2208403,"Urbana",17,"U E PROF NENEM CAVALCANTE (22010521)"
22010530,"U E PROFESSORA SINHA CARVALHO",22,2208403,"Urbana",5,"U E PROFESSORA SINHA CARVALHO (22010530)"
22010556,"U E CASSIANA ROCHA",22,2208403,"Urbana",18,"U E CASSIANA ROCHA (22010556)"
22010572,"U E EMB ESPEDITO RESENDE",22,2208403,"Urbana",18,"U E EMB ESPEDITO RESENDE (22010572)"
22010599,"U E JOAO COELHO DE RESENDE",22,2208403,"Urbana",NA,"U E JOAO COELHO DE RESENDE (22010599)"
22011048,"CETI OTAVIO FALCAO",22,2208502,"Urbana",16,"CETI OTAVIO FALCAO (22011048)"
22011145,"U E MIGUEL NUNES DE SALES",22,2208502,"Urbana",13,"U E MIGUEL NUNES DE SALES (22011145)"
22011170,"U E SAO JOSE",22,2202174,"Urbana",9,"U E SAO JOSE (22011170)"
22012419,"U E ZEZITA SAMPAIO",22,2202000,"Urbana",10,"U E ZEZITA SAMPAIO (22012419)"
22012508,"CEJA LEONIDAS MELO",22,2202000,"Urbana",5,"CEJA LEONIDAS MELO (22012508)"
22013555,"U E JOSE BASSON",22,2202703,"Urbana",16,"U E JOSE BASSON (22013555)"
22013601,"U E EMILIA SOARES ARAUJO",22,2202703,"Urbana",11,"U E EMILIA SOARES ARAUJO (22013601)"
22014160,"U E RAIMUNDO MIRANDA DE BRITO",22,2205706,"Urbana",7,"U E RAIMUNDO MIRANDA DE BRITO (22014160)"
22014209,"UNID ESC JOAQUIM BRITO",22,2202083,"Urbana",NA,"UNID ESC JOAQUIM BRITO (22014209)"
22014306,"U E MANOEL RICARDO",22,2202083,"Urbana",11,"U E MANOEL RICARDO (22014306)"
22014314,"U E MANOEL RODRIGUES VIEIRA",22,2205706,"Urbana",9,"U E MANOEL RODRIGUES VIEIRA (22014314)"
22014322,"U E PEDRO II",22,2205706,"Rural",12,"U E PEDRO II (22014322)"
22014373,"U E RICARDO AUGUSTO VELOSO",22,2205706,"Urbana",13,"U E RICARDO AUGUSTO VELOSO (22014373)"
22014470,"CETI ZULMIRA XAVIER",22,2205706,"Urbana",25,"CETI ZULMIRA XAVIER (22014470)"
22014500,"CEJA JONAS CORREIA",22,2207702,"Urbana",10,"CEJA JONAS CORREIA (22014500)"
22014535,"CETI LIMA REBELO",22,2207702,"Urbana",15,"CETI LIMA REBELO (22014535)"
22015159,"U E FRANCISCO CORREIA",22,2207702,"Urbana",9,"U E FRANCISCO CORREIA (22015159)"
22015191,"ESCOLA SAO FRANCISCO DOS CAPUCHINHOS",22,2207702,"Urbana",NA,"ESCOLA SAO FRANCISCO DOS CAPUCHINHOS (22015191)"
22015221,"CEEP MINISTRO PETRONIO PORTELLA",22,2207702,"Urbana",20,"CEEP MINISTRO PETRONIO PORTELLA (22015221)"
22015469,"U E JONAS CORREIA",22,2204659,"Urbana",7,"U E JONAS CORREIA (22015469)"
22015736,"U E DR JOAO SILVA FILHO",22,2207702,"Urbana",0,"U E DR JOAO SILVA FILHO (22015736)"
22015752,"U E JEANETE SOUSA",22,2207702,"Urbana",10,"U E JEANETE SOUSA (22015752)"
22015787,"U E OZIAS CORREIA",22,2207702,"Urbana",13,"U E OZIAS CORREIA (22015787)"
22015795,"U E PADRE RAIMUNDO JOSE VIEIRA",22,2207702,"Urbana",17,"U E PADRE RAIMUNDO JOSE VIEIRA (22015795)"
22015809,"CETI POLIVALENTE LIMA REBELO",22,2207702,"Urbana",11,"CETI POLIVALENTE LIMA REBELO (22015809)"
22015841,"U E CANDIDO OLIVEIRA",22,2207702,"Urbana",10,"U E CANDIDO OLIVEIRA (22015841)"
22015868,"U E PAULO FREIRE",22,2202729,"Rural",NA,"U E PAULO FREIRE (22015868)"
22015876,"U E EDSON DA PAZ CUNHA",22,2207702,"Urbana",14,"U E EDSON DA PAZ CUNHA (22015876)"
22015884,"U E EPAMINONDAS CASTELO BRANCO",22,2207702,"Urbana",10,"U E EPAMINONDAS CASTELO BRANCO (22015884)"
22015892,"CETI JOSE EUCLIDES DE MIRANDA",22,2207702,"Urbana",14,"CETI JOSE EUCLIDES DE MIRANDA (22015892)"
22015906,"UNIDADE ESCOLAR JOAZ RABELO DE SOUZA",22,2207702,"Urbana",NA,"UNIDADE ESCOLAR JOAZ RABELO DE SOUZA (22015906)"
22015973,"U E EDISON CUNHA",22,2207702,"Urbana",11,"U E EDISON CUNHA (22015973)"
22016031,"UNID ESC JOSE NARCISO",22,2207702,"Urbana",NA,"UNID ESC JOSE NARCISO (22016031)"
22016040,"U E MAROCAS LIMA",22,2204659,"Urbana",18,"U E MAROCAS LIMA (22016040)"
22016082,"U E PROF RAQUEL MAGALHAES",22,2207702,"Urbana",11,"U E PROF RAQUEL MAGALHAES (22016082)"
22016694,"U E PATRONATO IRMAOS DANTAS",22,2208304,"Urbana",16,"U E PATRONATO IRMAOS DANTAS (22016694)"
22016724,"CETI HESICHIA DE SOUSA BRITO",22,2208304,"Urbana",28,"CETI HESICHIA DE SOUSA BRITO (22016724)"
22016937,"U E ANISIO BRITO",22,2208304,"Urbana",15,"U E ANISIO BRITO (22016937)"
22017011,"CETI INES MARIA DE SOUSA ROCHA",22,2208304,"Urbana",15,"CETI INES MARIA DE SOUSA ROCHA (22017011)"
22017771,"U E CAZUZA BARBOSA",22,2200400,"Urbana",17,"U E CAZUZA BARBOSA (22017771)"
22017992,"U E AFONSO MAFRENSE",22,2200400,"Urbana",12,"U E AFONSO MAFRENSE (22017992)"
22018026,"U E ALTINA PESTANA",22,2200400,"Urbana",10,"U E ALTINA PESTANA (22018026)"
22018042,"U E ANISIO LIMA",22,2200400,"Urbana",13,"U E ANISIO LIMA (22018042)"
22018107,"U E HUGO NAPOLEAO",22,2200400,"Urbana",12,"U E HUGO NAPOLEAO (22018107)"
22018174,"U E MARIO RAULINO",22,2200400,"Urbana",14,"U E MARIO RAULINO (22018174)"
22018204,"CEEP PIO XII",22,2200400,"Urbana",13,"CEEP PIO XII (22018204)"
22018220,"CETI RAMA BOA",22,2200400,"Urbana",11,"CETI RAMA BOA (22018220)"
22018654,"U E LUIZ ALVES DE ALMEIDA",22,2201606,"Urbana",16,"U E LUIZ ALVES DE ALMEIDA (22018654)"
22019294,"U E RAIMUNDO MARTINS",22,2202737,"Urbana",9,"U E RAIMUNDO MARTINS (22019294)"
22019740,"U E ANTONIETA RIBEIRO MORAES",22,2203305,"Urbana",13,"U E ANTONIETA RIBEIRO MORAES (22019740)"
22019790,"U E DOMINGOS ALVES DA COSTA",22,2203305,"Urbana",13,"U E DOMINGOS ALVES DA COSTA (22019790)"
22019804,"U E FRANCISCO LUIS DE MORAES",22,2205581,"Urbana",9,"U E FRANCISCO LUIS DE MORAES (22019804)"
22019839,"UNID ESCOLA JACOB BARBOSA",22,2203305,"Urbana",7,"UNID ESCOLA JACOB BARBOSA (22019839)"
22019871,"UNID ESC WLADIMIR DE ABREU",22,2203305,"Urbana",NA,"UNID ESC WLADIMIR DE ABREU (22019871)"
22019952,"U E FIRMO JOSE DA CUNHA",22,2205508,"Rural",22,"U E FIRMO JOSE DA CUNHA (22019952)"
22020810,"U E GOV PEDRO FREITAS",22,2205508,"Urbana",33,"U E GOV PEDRO FREITAS (22020810)"
22020942,"CETI ANTONIO FREITAS",22,2205508,"Urbana",12,"CETI ANTONIO FREITAS (22020942)"
22020969,"CETI FERDINAND FREITAS",22,2205508,"Urbana",27,"CETI FERDINAND FREITAS (22020969)"
22021060,"U E ELON MACHADO MOITA",22,2205557,"Urbana",9,"U E ELON MACHADO MOITA (22021060)"
22021310,"U E ESTADO DO ACRE",22,2206308,"Urbana",8,"U E ESTADO DO ACRE (22021310)"
22021868,"U E DR NORONHA FILHO",22,2206407,"Urbana",11,"U E DR NORONHA FILHO (22021868)"
22021922,"U E RAIMUNDO PESSOA",22,2206407,"Urbana",12,"U E RAIMUNDO PESSOA (22021922)"
22021990,"CETI JOAO MENDES OLIMPIO DE MELO",22,2211001,"Urbana",32,"CETI JOAO MENDES OLIMPIO DE MELO (22021990)"
22022007,"CETI PROF BALDUINO BARBOSA DE DEUS",22,2211001,"Urbana",29,"CETI PROF BALDUINO BARBOSA DE DEUS (22022007)"
22022015,"U E PROFESSOR MELO MAGALHAES",22,2211001,"Urbana",25,"U E PROFESSOR MELO MAGALHAES (22022015)"
22022040,"U E PROF JAMES AZEVEDO",22,2211001,"Urbana",39,"U E PROF JAMES AZEVEDO (22022040)"
22022112,"U E DEP ATILA LIRA",22,2211001,"Urbana",18,"U E DEP ATILA LIRA (22022112)"
22022120,"CETI GOVERNADOR FREITAS NETO",22,2211001,"Urbana",37,"CETI GOVERNADOR FREITAS NETO (22022120)"
22022147,"CENTRO DE HABILITACAO ANA CORDEIRO",22,2211001,"Urbana",8,"CENTRO DE HABILITACAO ANA CORDEIRO (22022147)"
22022287,"CEJA PROFESSOR ARTUR FURTADO",22,2211001,"Urbana",29,"CEJA PROFESSOR ARTUR FURTADO (22022287)"
22022295,"CEJA PROFESSOR CLAUDIO FERREIRA",22,2211001,"Urbana",20,"CEJA PROFESSOR CLAUDIO FERREIRA (22022295)"
22022376,"CETI ZACARIAS DE GOIS",22,2211001,"Urbana",38,"CETI ZACARIAS DE GOIS (22022376)"
22023208,"CEJA GAYOSO E ALMENDRA",22,2211001,"Urbana",11,"CEJA GAYOSO E ALMENDRA (22023208)"
22025308,"CETI GOVERNADOR DIRCEU MENDES ARCOVERDE",22,2211001,"Urbana",21,"CETI GOVERNADOR DIRCEU MENDES ARCOVERDE (22025308)"
22025316,"CEEP EM SAUDE MONS JOSE LUIS BARBOSA CORTEZ",22,2211001,"Urbana",43,"CEEP EM SAUDE MONS JOSE LUIS BARBOSA CORTEZ (22025316)"
22025324,"CEEP PREF JOAO MENDES OLIMPIO DE MELO",22,2211001,"Urbana",43,"CEEP PREF JOAO MENDES OLIMPIO DE MELO (22025324)"
22026304,"U E TERESINHA NUNES",22,2211001,"Urbana",10,"U E TERESINHA NUNES (22026304)"
22026487,"CEJA PROF MARIA RODRIGUES DAS MERCEDES",22,2211001,"Urbana",16,"CEJA PROF MARIA RODRIGUES DAS MERCEDES (22026487)"
22026495,"CEJA PROFESSORA SHIRLEY COSTA E SILVA",22,2211001,"Urbana",22,"CEJA PROFESSORA SHIRLEY COSTA E SILVA (22026495)"
22026878,"CETI MONS RAIMUNDO NONATO MELO",22,2211001,"Urbana",21,"CETI MONS RAIMUNDO NONATO MELO (22026878)"
22026894,"U E PROFESSOR FELISMINO FREITAS",22,2211001,"Urbana",24,"U E PROFESSOR FELISMINO FREITAS (22026894)"
22026908,"U E ANTONIO DE ALMENDRA FREITAS",22,2211001,"Urbana",19,"U E ANTONIO DE ALMENDRA FREITAS (22026908)"
